PROD_ID,PROD_NAME
ShEYKerTwb2LSORE5o_s7A,'Prairie Cafe & Bakery'
HaBkx5PwvbBpQ2iNCgHnVQ,'Paul's Neighborhood Bar'
KW6HejC-67KSL9J8Cz1dSw,'Chin's Asia Fresh'
wl-7A4jC0f27MOEmW-XTbQ,'Grand China Restaurant'
NGj-_5pkHc_DbH5bKUH2Xw,'Lori's Pet-Agree Salon Llc'
suQyHycqv8nA7EualcUB3g,'Dennys'
3jpKGDkFrCHpjEYVEgcG0A,'Starbucks'
AYoLKzRFajucKnjIFxc__A,'Cold Stone Creamery'
c5awCF5eu0ZkxUf_i94uPA,'Bristled Boar Saloon & Grill'
GHvLvSN_imiXxqsgFPskWA,'Killian Dental Clinic'
uga5g16PncJOtY7Sc3A05w,'McDonald's'
9874O-3GjXPotxYKNNAz5Q,'All Pets Veterinary Clinic'
naqkXvhoqljvA7kuo15gEw,'Fairfield Inn & Suites Madison West'
xbJ9tdGbcVJIUkNgHSCwZQ,'Hody Bar & Grill'
koRLvzIl-4fCybOIdk56jA,'Louisianne's Etc'
ckLRf3lYn9DxmNxd-mu2yA,'Marriott-Madison West'
Bznf9AaGgdsLI01H_ifrUA,'Bowling Green Rec Center'
YaaQx4qt1f36iFT4TWivAw,'Clasen's European Bakery'
MBQc_jlZ3nlMOZy7SUM_5Q,'Hilton Garden Inn Madison West/Middleton'
yuIcDVSy03FQe1RWhicDQw,'Ace Hardware'
cruBFtsFaBuhX_I72uU8pA,'Papa John's Pizza'
X47o6R2rWiqGqvBtC7VS3Q,'Three Sisters Old Town Inn'
_tnYCShXuDlXjNVNctTkCA,'Dick & Arnie's Barber Shop'
elBgDynz6UPoSqQgxiggJw,'Revolution Hair Company Inc'
lN-5-YTsaJr_IByyA476iw,'Middleton Sport Bowl'
yNayFIJemmt-J3fNvmwuKA,'Middleton Public Pibrary'
IEmqrFe96NOhU07TA0rZdw,'Stamm House At Pheasant Branch'
LOp0ciu7XhZwTqZUWG8qCw,'Bennett's Auto Repair LLC'
O16EckCLtNoA49hewGht_w,'Dunn's Import Inc'
8MqyXoay37xSmlUKjYv1XA,'Walgreens'
KFJ1jBfFkRfyn3AoAUl3YQ,'Hardee's'
h8sRoUSjulDu9MfeUTEu6Q,'Full Compass Systems'
JfBxZQCRtPoNewr6QM8Hng,'DSW'
G1qUGBNYNS220jKlPAlFsA,'The Village Green Bar & Grill'
oJUAJ6uqMbFYJjtPjanjRg,'Walgreens'
xm1RtU63jxjYsm-7dzGaZA,'Banana Republic'
6oDZ78JiSKjXVLcurCpnhw,'Nitty Gritty Restaurant & Bar'
vnwpKCeTrmt3FgMrE7AM-w,'Brandon Eyes'
kiAsweI4sOjDzGyz3Y_HsQ,'Culver's'
qNBvH111qgJgLYUScbph7g,'Magic Wash Inc'
mbtGl2I2A2To-8jiggN99g,'Tangles'
q8fD82us6uuGufvI44NoAg,'Vin Santo'
oc0rCahXOaJeHLzzDdSfyA,'Soup Factory'
Nj0vQjUYjaa7qbvZlEr2jQ,'Club Tavern & Grille'
ugGTR2EvJ0c_-TpMS1LSNw,'Jiffy Lube'
B0Vuwn6Hugc-0U5n31YBfg,'C's Restaurant Bakery and Coffee Shop'
pwHZ5uUB3cWis9O-L__hdA,'LOFT'
wVFxEPUy0Pcjr4GI5Cbr4Q,'Arbor Lakes At Middleton'
vknZxEFCHOMidG0OJKYekA,'The Bruce Company'
Za25Zmt4pmc2WQ2eJaa1fQ,'Patches and Pieces'
Wn8NhS-L1ck6jbTjX88Kkg,'Capital Brewery & Beer Garden'
bMnr4RK5HEFvpuuxB5xRoA,'Scott's Pastry Shoppe'
uyp8kpTXKfKXvAB8HdJSAA,'Zimbrick Volkswagen'
3zD6rxB92Mr0jb-LoYFFWw,'Burger King'
OC8AUJshLVimn_-P_INvJw,'Pizza Pit'
JGa7YehwC9UzpPQF8-pMeQ,'The UPS Store'
xLmC8OBxrfPkJCC1HzeNhg,'Sun Prairie Public Library'
2pmMehsVKnwhgWPSOxrkjA,'Panda Garden'
NDAxF0_RCZBQedVO_d5WnA,'Chang Jiang'
eptljN50_4BpIwc2Op_A_A,'Deli Roma'
u2suyhwZNjBkGDHKQ2uJOA,'Family Video'
Xp7OA8gz7zDgB3I54jyb4g,'SIR Hobo's'
5uxhIGZlJm9g_zfG_83z5Q,'Peking Chinese Restaurant'
yV-eB-pQVeWE7W-WPC8BUg,'Prairie Diner'
rwerz1huEtiGR97ijEYeBQ,'Sun Prairie Golf Course'
unMqU0OrlniCOKZIoQHb0A,'Kfc'
h_lhVizdHBJOVNAIgTB3eQ,'Prairie Athletic Club'
O9j6UX2LHdszkExzJ-v-BA,'McV Salon'
tZbKiggbDGeBpGnOYk0Syw,'Wal-Mart'
MlWXHxdbIODf9GUcvUTfGQ,'Country Cafe'
yrtaaA32fCMh6A-DcGAnrg,'Angell Park Speedway'
RIsEPpt2jM7c_Ko_CyLwMw,'Dairy Queen'
AnNk4SGK3bKtnvrOajhpug,'Prairie Land Service Center'
Bw0_JDQnZeYf-2xTCpVEHA,'Ammo Box'
22UfD-4PEOgXTr6sev5McQ,'Lake Windsor Golf Club'
O_Pu4mKGOqQVlmH07Zbnhg,'The Rodeside Grill'
HGzdDbukK8RJEc623kLz5Q,'A&W Restaurant'
jpxlSFhdrtbNyxS6vB036A,'Mousehouse Cheesehaus'
YypLpwWA75Y9aWPCJwTv8g,'Summit Credit Union'
j1ezGpPI4vmqBLwyyLIsNA,'Sugar Shack Records'
0ilWo2kWlmP_Nv-P2rcNOA,'Java Detour'
5FlmcwCLqFveKQ-GVeolig,'Target'
oX6KamASYXnMIe5kpVhezw,'Flaming Wok'
TEmZrRoun4ws7GMAbMpQUw,'Old Navy Store'
pcRVuHC1RXOkLQJ_haePGQ,'Sprint'
OYZOzzipfXdWrYe1A2zeKw,'The Coffee Gallerie'
NxxplxNZnrNEYXHTgv9h8g,'Bongo Video'
S4TWo9X6b3gU6uucj4JN3g,'Laredo's'
xZwaUcrFMSY1O9dK2dAUpA,'China Wok'
89O2bCyo92IpEEvgFXqOMw,'Cousins Subs'
qQvpS262VPEHKZvM6j5uhQ,'Sports Pub'
XWDk-pLSbVE2Vvv9Z-zusQ,'Burger King'
NP5ip6oP6O57wjnnEy0P2w,'Wiggie's'
T9l9Z3FKMSCIYvsP2g4efw,'Rebecca Lynn Studio'
fBSd-fl9-9LkitwrFRcBng,'Jo-Ann Fabrics & Crafts'
1hBOR97oX5Xph3J8Tdob7w,'Cheeseburger in Paradise'
ybkWtM1ZnT2ewuquj3A9KQ,'Benvenuto's Italian Grill'
MHPJoUzvIT4aTKOG2elw3Q,'Boston Store'
zAsxPh3h9xMQnSDGl41kSg,'Wilson's Bar'
f5ntGOT9_0pCdeUaUVi9cg,'Barrymore Theatre'
0FdNeZAx-afgg8HV9oyqSw,'Chocolate Shoppe Ice Cream'
YSXuWnwzfC7EN2ZMB_A2Ng,'JCPenney'
Wk8sSxmxDdj_n4WJJRRLwQ,'Econo Lodge'
7DG41ejpSiTI-qDyBYFxwQ,'Heel & Sole Connection'
jo-BEjs7UYovOAupDAN_yw,'Rocky Rococo Pan Style Pizza'
lNE3gOMb724YPlZAA8WlXQ,'Denny's'
cpGv6ES2hzPCtCUQgipwXw,'New Orleans Take-Out'
V5S43vHLhHxKCb06Jwa3vw,'Sandhill Pet Clinic'
wPidHd5FxspPRgVqdEQ-Xw,'Pedro's Mexican Restaurante'
90wO0kSfCg6fETC4EY3aIg,'Guitar Shop of Wisconsin'
Z93nRPr4suUxo63pJR9dkw,'Schenk's Corners Coin-Op Laundromat'
yYIEKwgQUHJpySOcVdCAkg,'Perkins Restaurant & Bakery'
pSiRWeCqs7a1xvS9ycLoTQ,'Chang Jiang'
oepqORGAqs3etUD9wwr1uQ,'Red Letter News'
QF14BFUVHRODxGNVflgm3A,'Cracker Barrel Old Country Store'
5TQQy_x_ArR3_5L5L0fFVQ,'Union Cab of Madison'
11yg-JMNCFowyIjJarzuDQ,'Hardee's'
R6ojvMJvskHGBbtednMQ1g,'Enterprise Rent-A-Car'
q83uB6EGF6y2MuR-7VZPRg,'Culver's'
-52nir13iFnSMdBew674HA,'The Home Depot'
bYdniNQEdYolz0onDWj0CA,'Microtel Inn & Suites Madison'
oudTF4EN_C8thENGiTQf-w,'Chili's'
ZjwZIQM4TfFO7T7ck7FtYQ,'Copps Food Center'
fMubmh1kiGwtxAUZ-mc3wA,'Madison Area Technical College'
MVFeOZVt641WBvdsRmnhPg,'Slice-N-Bullits Bar & Grill'
JFxTRyDQ-JhyMnDBVFzHLw,'Designs By the Bay'
9vgu6o1CwP5NakVkb29z0g,'Sarku Japan'
QMWdcByvCYCrs7-IQyr26w,'Revolution Cycles'
hUS4D74YDHobcggC4-YMqw,'Busse's Markway Tavern Inc'
qTzXFsBjMmOQHeRrWnJYLg,'Half Price Books'
CRKM5F4MHGHvEGgI3LXy8A,'East Towne Mall'
MFANntSgzNkjStqgB2xtHw,'Mermaid Car Wash'
JdCFcgw4yk4M1ZRhAhBIag,'Applebee's'
wls7FRMgIn8VlK1ji5Ms5g,'Bridges Golf Course'
311yXufoXR2dFngMHS9MFg,'McDonald's'
QB64-PgfEUzbrOL50bJ0Bw,'Wendy's'
i9JeI7bd1qXGi15FoD45GA,'Best Western Plus East Towne Suites'
DPViYrvLCByFRQBl90TLsg,'Altered States Alterations'
rgyvl8tNVAony634_9vFdQ,'Taco Bell'
sqWMSOlxpGniLqMzXmfBZQ,'Williamson Bikes & Fitness'
Jz-F6OLH8MO1arbHoI6Jug,'Area 51 Vintage Interiors'
v5a-Mj4eO1E--HmgwEWo7A,'Red Lobster'
01gRLh9-kr_ZYABrGwNxpg,'Block Systems Cleaners Inc'
HTplzElel_F_U_qhWuDKdg,'Dexter's Pub'
O5lo-GKCG3cX8X4bh_DR_A,'HomeTown Buffet'
izF6o43M1eWpivukmRQpRg,'Valvoline Instant Oil Change'
0oQFFOdPZycIBmGkoBrlbg,'Noodles & Company'
Hh5lyZtOrS5LKk4YCgj8Kw,'Crowne Plaza Madison'
GoqN6AJD5_mZGcXHjjCxkg,'Dorn True Value Hardware'
QdSGdvZATzejDkSs435Rdw,'Eagle Crest Bar'
a933ecROIB44zhzos11YTg,'Klein Floral & Greenhouses Inc.'
iGMkJINjPT0izqEZCFuC3A,'Millennium Salon'
k9KL0ClKt37VZ2E6eXs32Q,'Michaels'
1YEuqVtVMHdpavzoGcUUug,'International House of Pancakes'
jd7yAsF-T4OlI4ejkJYJrQ,'Comfort Inn & Suites Airport'
MLD-FXAHLbdiHOcyeoW-Fg,'Jenifer Street Market'
bAew9nt-tw8YGjjD64gVWQ,'Bowl-A-Vard Lanes'
7uoxZ35biPZfl8m5w2_XRA,'Papa John's'
uzJ2Vefb951El2oneQI8NQ,'Wong's Garden'
smHuQzYNOkN2CHDjLG8KBA,'Bridals by Joyce'
JPFzpR5PvZWqHXQMIZFk2w,'Cool Beans Coffee House and Cafe'
fjaQ3Ixkofh8xGhklUtDnA,'Monty's Blue Plate Diner'
WxfedycTcbQO_GuXHo9Ypw,'Jim's Meat Market'
FrT0OQFkUZBtfoW3V1Wpfw,'Speckled Hen Inn Bed & Breakfast'
HYFwjbK7HbvzENF44ACfdA,'Hampton Inn Madison East Towne Mall Area'
J2AiPQnKWBxBwc4MMkbH8w,'Villa Tap'
MQtzOBwYXrTjqkWLLKInew,'Ideal Bar'
YlznKuAxnd7j3QfXFzoIog,'Players Sports Bar'
TLjnOhDnazyPJmI8LqU5-g,'Ohio Tavern'
IoPdC59QwkWYm31xPkwcPw,'Menards'
Ryq600aoE3h8_qRQGIed9A,'People's Bakery'
jqOPL979k-t_Vc049CnAjg,'Rosati's Authentic Chicago Pizza'
sUxPe5A2NvEHs12UokMyBQ,'007 Nails'
BdO3fRKops_wgmUPYyLGDw,'Wash Basket'
XTGb5b3LBuhWHhJS1xPnQQ,'Inferno'
2fPABODueZ0RSOFln5Yl5A,'PetSmart'
biPufUGJXOeWLDz_hteueg,'Goodwill Industries of S Central Wisconsn Inc'
rut_67Vzg88Ge8p4flQKjQ,'Serenity Salon & Day Spa'
UV9c6A16IXXA7JmkTor8Tg,'Cafe Zoma'
nE51k932dNFc-gClgPguVw,'Food Fight Inc'
4N7dN61pyPfcxmKgXWQPfw,'Madison Mallards'
Q3GGB4ZMajP-Qmtdr1cVZw,'Olbrich Botanical Gardens'
xMyTUliefguc3bfetGebJg,'Pizza Pit'
jqo3Ljexof9sA8PhSTwEjA,'Maharaja Restaurant E Pt Plaza'
68JsiWNLKs8NDCrBCxIWMA,'Esquire Club'
PhdMPqSdLZi6IV8SdnpUAQ,'Olive Garden Italian Restaurant'
eC4iEcRR3p5NLq9Zf80ZGg,'Imperial Garden Chinese Restaurant'
uQ1YuSiDgHwVwdFVW-nLqA,'Goodyear Auto Service Centers'
qt3WwxMYShshHX7UsyTK-g,'Verizon Wireless'
-4PHmmCt_RmAfaE3sDKW_g,'Mr Roberts'
jMXL4JB6GoSeOINOtZdFew,'Great Clips'
AyAJs-XGv2_Cn_LPH1DWyg,'Wisconsin Aviation'
JJFoeKZXgi2_LeECDMkkoQ,'Tip Top Tavern'
LkFYWBEdmHE05UkfIkK4EA,'Ford's Gym'
KHOHjA8HOcTlFBCtMQFv8A,'Harmony Bar & Grill'
5tW2BXvINlk5MmiKelcByQ,'Resale Records'
ykxf0XiJt-d76dBwfO_yew,'TGI Friday's'
3m64jZztOV8UnKf0RBGUQA,'Budget Car & Truck Rental'
pSYCSXgabSKKJrIEJG-FLQ,'Woody Anne's'
Yn89vJYXcdprx9U_w1qmMw,'Firestone Complete Auto Care'
vP7-03_-_NoNfwfeYADDPA,'Isthmus Eye Care'
HLWtNcf3l-wKb6v9duteMQ,'Smoky Jon's #1 BBQ'
XIZ259hZ6Yww3C0o97MgUQ,'Fazoli's'
XlXdO2zgB5DsJygapc2Ksw,'Noah's Ark Pet Center'
pFdDhXs8-a07NwX4L506BQ,'Video Game X-Change'
Pa_brCvUaiUPPvm3tJQwgw,'Dimitri's Gyros'
j515klfbCAEF3KPiKvHz9g,'Pat O'Malley's Jet Room'
bYEwuO-Z14enA88RKyMHbw,'Wisconsin Vision'
jm3K37BEkL8-a_aytbCXvA,'Beckett Tax & Accounting Llc'
S2x-rEziU3ONR9zO_vpPxA,'Panera Bread'
yCbzzYKkPe1kfeMDdGq03Q,'Enterprise Rent-A-Car'
Pn4xv1BGBmtpVBmUcIsrpQ,'Geology Museum'
tgGaaLuFPbeiwPZcAKFxGA,'U-Haul Moving & Storage of Eastside'
MONajnUQ5-IRtv8PSPn_yA,'Cottage Cafe'
UWyW-lyljb_SrCnSEuugUQ,'Eastside Transmission Service Inc'
gzZsvqloSosWREQMHCm75Q,'Gaylord Catering Service'
Jb5SB2OXbRW0e7ErGlMK-Q,'Michael's Frozen Custard'
IGSFz916np_GyQvlagAnlg,'Lazybones Laundry & Cleaning Services Inc'
acnZqXktCu7_x2c4i3tMsw,'Harley's Liquor & Bait'
IfC3d5YvkdaQ6ZHSpojMyw,'East Side Club'
CgUFVo2ANTRujxYOiY_dmg,'Truesdell Animal Care Hospital & Clinic'
IlE4UouTsBEGiJ_bNrb5ug,'Courtesy Auto Service'
zHdt_KW2QqgJJ9bLmtShdQ,'Tires Plus'
hmYAW7mhIz_o8ArencdkDw,'Country Inn & Suites by Carlson-Madison'
CLvpX-lYjnz6FvtmMRkYew,'Mounds Pet Food Warehouse'
BUOWRkEr9Au2BVW2QmW2bA,'Village Pedaler'
pA8LTxI1D44aKb3w-l6apA,'Aldo Leopold Nature Center'
pHBQ-dQRwN3z7Rq7iSog-A,'Pizza Hut'
BB4Oz3qBqihEvgZAoaTeIA,'Wayne's Automotive'
Py2Jmwm7QXZRCVJ5hnPXgw,'La Rosita Latina Grocery Store'
JD04BlA142xkYsPTErQOrg,'Marling Homeworks'
X-faLNeej7Q83o57uGTTKg,'Sorge CPA & Business Advisors, SC'
QwUHifLjoc5hoxa74jpwGQ,'Dairy Queen'
brkJrGv2Eaj9NTl9g2RMgA,'Rocky Rococo Pan Style Pizza'
vTxI_H5Av6J-a4nnKpodrA,'Farm & Fleet Co'
spiYqne1kXzYQxDTZfKt2g,'Fat Jacks Barbecue'
ZgtTB4n62l6E9QzFFAX9vw,'Brothers Main Appliance & TV'
U_m1zmeKhRkqOLxHFBXdEg,'La Bamba'
SqdO4jenDHNwHeSKmULPrA,'Menards'
zUR94L72x2yUit8mGC2tgA,'Starbucks'
ImBOmnSOb1ajWskhQyaa4Q,'Radio Doctor of Madison Inc the'
JU1ITL_GIF3wmkIdCO_Ztg,'Rubin's Clearance Center'
OS1AyePB5nFUqM2WFgXVEQ,'Monona Alterations'
UyEbMXjDTNGks_k12fGNdg,'Poppa Coronofoulos Gyros & Chicago Style Deli'
xod-YOn69KMhUHBkd6boOQ,'Monona Motors'
Hld3cjWyfPpW5hDcgXfNQA,'Angelo's'
psze2Qlw2_dEsFpDj0N08w,'Antiques Mall Of Madison'
OxR3b_qcMJlzwzGPU5fmdA,'Metcalfe's Market'
8AGIIxZ-BBHbEGsgmhOOwA,'Arby's'
cRqZ_w9ImfYYIXTHpJMv0Q,'Silver Eagle Bar & Grill'
tE8MQ9I7E2_Xvm4AvykXrw,'Carl's Cakes'
229b4Pen_-XsyZ3Y2ktxGA,'Sentry Food Stores'
WfeA7PurZdBOPXcGB27vEA,'The Ultimate Spa Salon'
kOXJrbuB1a1Na6sf_WQnDg,'Tully's II Food & Spirits'
I8Bx7iuHWz6d2TQDfKfjqA,'Rossi's'
ki33_SvM4kPjgA44Re8-zQ,'Fraboni's Italian Specialties & Delicatessen'
LWmlH8MwUnwMWN5Ma8utnQ,'Ken's Meat's & Deli'
cCStad4wX3ADPbz5AHCn9g,'KFC'
qctWDQ4cQ4w7Y2TCCILTmQ,'Ben Franklin Store'
OejdaKwkMAHvNe5mL2-emg,'Olson Vacuum Cleaner Sales & Service'
xou2z56CFTWYoA99s4DpTg,'Taco Bell'
QfCHvy6v39xPH7CvCASlFg,'Buck's Pizza'
qodyGnpmj1zEfi7nJ534BA,'David's Jamaican Cuisine'
p96EgQMm-31P1FecUtE8TA,'Groff's Buckeye Barber Shop'
kZiRL1dkGowCcL7nM86OYg,'Broadway Tire'
unXHmjewHGeWQwJr74Sy9g,'China Inn'
JD1uVun5FEF_Ih2PnHCbuA,'Dairyland Family Restaurant'
X2dc1qToP9rgduDzuNG-qw,'Monona Veterinary Clinic'
l-N4ywQ0eOY1QTQgLgCp_A,'Copps Foods'
d4JotJ_TGNCm9y-TB4e86Q,'Packer Inn'
R6TxOULUEMSq1-7P0w6kTA,'Wendy's'
4pZeC9W0EIiBTOJMnwG2vw,'Red Robin Gourmet Burgers'
6Y_Y3Nzzf9FsjyXtjIll7w,'Tasting Room'
GqJI2nG2cfjCnxEBksIbrg,'Felly's Flowers'
2aai1pIfThxDTTD_WwXHeA,'Taste of China'
QIwnZALGRNSR2HvOzjyDlw,'Madison Public Library - Pinney Branch'
jGU7WGOM2qUHofLKZAFAIg,'Noodles & Company'
FiP9q_YD5vgxu_Sflo5oZw,'Culver's'
x9pglBo0UYkfje8ugC1OsQ,'Habitat For Humanity Restore'
0YGTibmwR_D-L5XJxUtmhA,'USA Nails'
FIR1SRvSAMNTO3VvNaJn2g,'Toby's Supper Club'
rCETkP0iCUBZGcdDGeK7-g,'Hickory Hills Kennels'
yg-a8RuKe-_uiPyrwmGogA,'JBC Coffee Roasters'
IvOeqnZZrGKjUxj6fW2P7Q,'Oakhouse Farm Bakery'
yk3vlzcgo0OJpm0JFSLcoA,'Staybridge Suites Extended Stay Hotel Madison-East'
MBLOaMM3g4TrLNpHUA5EtQ,'Grandstay Residential Suites'
zzhSCOVTZ7MUKOAfwT-Bsw,'Paradigm Gardens'
yrBo3c3OTKVO4H1ttBxadw,'Pooley's'
pACm1yLb9Pwc1mOuvC3UDw,'Eastgate Cinemas'
-J-kQpDGIkX_1XHfi0HG2g,'Abra Auto Body'
R825-NTAI2wG2C4mN-dtNA,'Uno Pizzeria & Grill'
0wFlxz_fv9jqb73o0jl0TA,'American TV & Appliance'
zjvhOPocFPsImtJMWV55WA,'All Comfort Services'
CNvF4BsuFEfC-0Ol4cAD3w,'Courtyard by Marriot - Madison East'
DdaBJ-NJrvXSjfNRhbA71Q,'Dane County Humane Society'
r5S_wYdu1vKRW1k-7_yOIA,'Milio's Sandwiches'
Vz_4tkOoNohtVYyfS4RKhg,'Mike's Wine Shop'
Td4s3goUw5bES5JGxQcIbw,'Regent Market Co-Op'
kudu7t-QHJJa0aC0ojpm8w,'Best Western Inntowner And The Highland Club'
x7nnNkAXy9aI4KBz6RMerw,'Octopus Car Wash'
Xia0Lo492MDWbCd48scnYA,'Subway'
x5Mv61CnZLohZWxfCVCPTQ,'Domino's Pizza'
2ZnCITVa0abGce4gZ6RhIw,'Viad Tower Restaurants'
EmzaQR5hQlF0WIl24NxAZA,'Sky Lounge'
SiwN7f0N4bs4ZtPc4yPgiA,'Palazzo'
M-MFa0YErVBbFW2IJhGJmw,'Virginia Auto Service'
KPoTixdjoJxSqRSEApSAGg,'Wild Thaiger'
OtDcALEX6-LfEOQE0QgHYw,'V's Barbershop'
werWnE_3k8GYVaMuUcWw4g,'Central Park Square Athletic Club'
1acmBPmmFDovVSHHzMrJ9A,'Central Phoenix OB/Gyn'
cBH0kCvvUjQ9DBaAMUDSMw,'Renaissance Fine Jewelry'
fpL1qcZ6qbWzC79WU0E-Ug,'Best Western Central Phoenix Inn'
7Z7IkR_-94AjUuDw0fbI7g,'Safeway'
e5kc0CQ4R-PCCDgb274gSg,'Canyon Cafe'
gBcpDl0quCLABsg5OuSFww,'Teeter House Tea Room'
icFE83PXkjKBma3azYqanw,'Phoenix Produce Company'
M2tiVOrtmsfi89C5WXtYjg,'DeChance & Company'
72N6TdH5MdUWE2YhYRbyxw,'Burger King'
545sP7uSdCcKDZ-reeVOgQ,'St Mary's Basilica Catholic Church'
SG_gEmEXL4ID6RAEinC5Bg,'The Heard Museum'
RA2EuX04SHqmayKpLhpNvA,'Herberger Theater Center'
Z9GH9bo8SHKx3oOokhHLyw,'Arizona School For the Arts'
neGAQFkBNI8-rpPBLBzNkw,'Taco Bell'
45puCRQ6Vh_IIAy7kkfFDQ,'Majerle's Sports Grill'
YLyEGXEgh1qh8y4kWEsddw,'Michael's Jewelers'
yR3U7jOgoD0V0sGovuyt0Q,'Yellow Cab'
nc3IiY5LNdmEwUZCW84yuA,'Pizzeria Uno'
9zjSYbbWV5WHt-Jl7vE1Vw,'Oak Creek'
_yfprBETaYgySkKyl8ZWMQ,'Hotel San Carlos'
Og03_vbBCVAFNHXgdflRLw,'Perry Monge Salon Spa'
rrXhjI4YXmWO8GbmX8oGqQ,'Actors Theatre of Phoenix'
P7wKlbSRsoRrfH3DFOY08A,'International House of Pancakes'
BESmH-lmMm34_EefL8X9fQ,'Comedor Guadalajara'
X9ih9Iotd-VEZ8tTYfoarw,'Phoenix Theatre'
D09yG6Z3gcsh24Qn7Y4gYA,'Chico's Tacos'
kaIue7GRCmkPzDeHDBTttQ,'Phoenix Blue Fin'
eSWEZVcsKBb3JDe3EfUR9w,'Circles Records & Tapes'
j8nyAaN_w5t6wYv-ni23sg,'Coach & Willies'
5XIvwfbIa-vuFEkkeCQ6kQ,'Jackson's On 3rd'
xfXGTr2gLqucMDu6fVymTw,'University Club of Phoenix'
VsO_rhXi5lgbaGxNwoEZsQ,'Fate 905'
Y293fHh5SZ0_9BZm4M6BCg,'Matador Restaurant'
IceZ4BtTz76eppjNWm-c6A,'Paisley Violin'
QsvRjgQacMMFf8dit7qqDw,'New Garden Restaurant'
PFO7RF1xz4ZBuaq46KsLpA,'Shafran Bronislava, MD'
6HYAWv1hVAt-lQ6RPtjldw,'AT & T Wireless'
CgHAyABNgzVYOv0-IjZ7yA,'Panorama Wigs'
LXhL5X3edNRy7epku6UAEw,'Paradise Bakery'
m0lYHy3TdSXc7FvOSf6ihA,'Renaissance Club'
-lOSaCuBRAvX5JBifx-EMw,'Mi Amigo's Mexican Grill'
XI-_Y2XRw03mozGx0Z90Gw,'Baja Fresh Mexican Grill'
qsWxbgQwuomXvMseg23DGg,'Hooters'
DlCtdbceo4YNSI53cCL2lg,'The Old Spaghetti Factory'
kR5i58Pcse1FD9tk-yYLlA,'Crave Sandwich Cafe & Catering'
2I666dqzs1XB6xigIKa9bA,'Tom's Tavern & 1929 Grill'
yExYqENb4F6qH6kJxTOaSQ,'Karim's Cobbler Shop & Deli'
DaTYEiYkO-ioG9ZyJrCxpQ,'Starbucks'
pd13qgNj1y40zVj4xkfQJA,'Arizona Central Credit Union'
Li5LOL873Ep8HoPRML18sw,'Los Olivos Hand Car Wash'
9BH18avE46LlHMvJn67MaA,'The Downtown Deli'
trAvQPp7gps0Btk-2AmLpw,'Zoes Kitchen'
Pxbs4p0gzg_NS8yrrz2rCA,'Sunwest Federal Credit Union'
dgOqz4wODimYiQJcE8Uvdg,'The Met'
s6zzKc7UvwDRxn-BFlhiTg,'Subway'
4WcxnNv_lzCIG2eb8O5Mlg,'The Brickhouse'
hbzuaYz09idmEO7batzt1w,'Central United Methodist Church'
424HyHMwienlGfTp9Bj9BA,'Kzon 101.5 Fm'
tK91rSBc8SWa3XEQwe8D4A,'Downtown'
lW8-lFQ-mwG-Wl6iUKoT6g,'KMLE FM 108 - Camel Country'
gkv2XvXpFgiq4Bb2XK7YmQ,'Hard Rock Cafe'
If2DUhmWIvlu2JFc_rR-Bw,'Papa Christo's'
xH5axHFadmc7Veutt376TA,'McDonald's'
2bZk38_vJCkAVI0f2TeqZQ,'Eye Lounge'
