USER_ID,PROD_ID,RATING,AVG_RAT,USEFUL,DUP_CNT
_xf2ECTRftPV4bzK4mGYEg,JfBxZQCRtPoNewr6QM8Hng,3,3.5,0,0
B4hVLrxs-UdBmCr3bYuF4Q,G1qUGBNYNS220jKlPAlFsA,4,4.0,0,0
v_7KW52Z8r_su8v4uV98MA,SKLw05kEIlZcpTD5pqma8Q,3,3.0,0,0
XE-EtNY1ogC6XdLYhYVVFQ,Xp7OA8gz7zDgB3I54jyb4g,3,3.0,1,0
Jpb5uSnlLKD4RJzk7UGwkQ,GHvLvSN_imiXxqsgFPskWA,5,5.0,0,0
mDqWHJG-NQq9ycwV07wjkg,HxPpZSY6Q1eARuiahhra6A,3,4.0,0,0
uSlKnryLlnD3mvmG6DIyCg,77ESrCo7hQ96VpCWWdvoxg,4,3.0,1,45
Z8XHYQGUAepQ1vM0nqD--w,6oDZ78JiSKjXVLcurCpnhw,4,3.0,0,0
RvweNJFVkR3ttkWsIBy7nQ,1tkeiIa-daD8LbM6mHm_9A,1,1.5,3,0
vBG8yRp-mpIIH03YWKJ6Cg,q8fD82us6uuGufvI44NoAg,5,4.0,0,0
WPEeNbtD-D9wWgCIp2Bi6w,ShEYKerTwb2LSORE5o_s7A,1,3.5,1,0
_4DHn3RB6jSgw7ppQfCuSg,2pmMehsVKnwhgWPSOxrkjA,5,4.0,0,0
_CuNRCKL9tRBxJc-p1-BYw,q8fD82us6uuGufvI44NoAg,4,4.0,0,0
Au3Qs-AAZEWu2_4gIMwRgw,JwUE5GmEO-sH1FuwJgKBlQ,5,4.0,5,0
QP-MdjpUFejr9apuAWcfQg,cruBFtsFaBuhX_I72uU8pA,1,1.5,1,0
pjBDjdER4XWakqXTdqya9g,vnwpKCeTrmt3FgMrE7AM-w,5,4.5,0,0
vEc7evQDo09ttI3HA9655Q,uGykseHzyS5xAMWoN6YUqA,4,4.0,1,0
IYe6533zrbfcBIEynub5vg,JGa7YehwC9UzpPQF8-pMeQ,5,3.5,0,0
ExK25fOJP0l7yAzGtrUloA,ckLRf3lYn9DxmNxd-mu2yA,1,2.5,2,0
XHuEbGrgPEhnBRjRUdcSgg,lN-5-YTsaJr_IByyA476iw,3,4.0,1,6
IeNUcPI97qp8-IuveplJiA,X47o6R2rWiqGqvBtC7VS3Q,4,4.0,0,0
W8hSb_zSjewlgfYTUceXtg,9874O-3GjXPotxYKNNAz5Q,5,5.0,0,0
clKTx-oACO0rwblV40tpWg,_wZTYYL7cutanzAnJUTGMA,4,3.5,0,0
4mj1BsL0k5sLRq1uLfVByQ,Wn8NhS-L1ck6jbTjX88Kkg,5,4.0,0,0
PMMx7b5IBhWtm4EKKL8ung,rdAdANPNOcvUtoFgcaY9KA,4,3.5,0,0
whQv-CPMQC5Ia7p7-c-h9w,koRLvzIl-4fCybOIdk56jA,3,4.0,1,18
pY78D2VzREd8vVb5RNFp2Q,G1qUGBNYNS220jKlPAlFsA,1,4.0,3,0
sdk6OOrj9nZ8z6Ob0jcpDw,xm1RtU63jxjYsm-7dzGaZA,5,3.0,3,0
vLFk6nslFe35NKvlU2Tz9Q,SKLw05kEIlZcpTD5pqma8Q,3,3.0,1,0
IHjDpF40lysFj-PKLX17PQ,koRLvzIl-4fCybOIdk56jA,4,4.0,0,0
oFhtzLhXS1iENWoBMdWk4w,lN-5-YTsaJr_IByyA476iw,3,4.0,0,10
nJ_6gzvBj0mF943eWZ0cSw,JwUE5GmEO-sH1FuwJgKBlQ,5,4.0,0,0
ISwiZNOXrgxlLfVZsGBUww,koRLvzIl-4fCybOIdk56jA,2,4.0,0,0
Iq9bCnyeB6HASXOouyhLLA,5uxhIGZlJm9g_zfG_83z5Q,1,3.0,2,0
hieVDOyVxxitOi1v2m1lhw,Wn8NhS-L1ck6jbTjX88Kkg,5,4.0,0,0
FuqjqlT3lGH2_TN3TfEvQg,h_lhVizdHBJOVNAIgTB3eQ,5,4.5,1,3
zDeT5NCJQi0jxGqo2e_KPw,_wZTYYL7cutanzAnJUTGMA,4,3.5,1,19
6ViJPCbqIAIq5HPy7anIEw,uGykseHzyS5xAMWoN6YUqA,1,4.0,1,14
i3v1qeqEtHws6oGq3eAtXQ,_wZTYYL7cutanzAnJUTGMA,1,3.5,1,0
9RuX8kK6Ens1EnhwEUsSxw,Wn8NhS-L1ck6jbTjX88Kkg,5,4.0,0,0
hyAMhpe0hSdZIu88byeCLw,X47o6R2rWiqGqvBtC7VS3Q,4,4.0,0,0
sgPGtlcOEZqLBg9auxkdpg,ShEYKerTwb2LSORE5o_s7A,5,3.5,0,1
TAOoRCZFOyySXWfOSaLQiQ,ShEYKerTwb2LSORE5o_s7A,4,3.5,2,5
BNjSk71z-sMIq2v6mOk_6A,6oDZ78JiSKjXVLcurCpnhw,4,3.0,0,0
p4ySEi8PEli0auZGBsy6gA,JwUE5GmEO-sH1FuwJgKBlQ,4,4.0,0,0
exEi48wqihTORdLbYyR8kA,SKLw05kEIlZcpTD5pqma8Q,4,3.0,0,0
5SzPVOBJKKftliHSZq5Q3w,IEmqrFe96NOhU07TA0rZdw,3,2.0,1,0
LB4ARClL3KZ-AXLmFmJfqA,uyp8kpTXKfKXvAB8HdJSAA,4,3.5,0,0
c8wG6aJR8x__951b3LhvCw,22UfD-4PEOgXTr6sev5McQ,5,4.0,0,0
xOe-ZopdYiu8ijimmtdrnA,B0Vuwn6Hugc-0U5n31YBfg,5,4.0,0,0
S4hxgsxvNmjv8dxIaI7Vyg,uGykseHzyS5xAMWoN6YUqA,4,4.0,0,0
VwR2_xBiB9VPsqWuJDfi5g,Xp7OA8gz7zDgB3I54jyb4g,3,3.0,1,0
cBBarVpwP94MsS63W4KKZg,uyp8kpTXKfKXvAB8HdJSAA,4,3.5,0,0
jFbqK9jzIrJ0nC8C7syxVg,YaaQx4qt1f36iFT4TWivAw,4,3.5,0,0
oFhtzLhXS1iENWoBMdWk4w,ShEYKerTwb2LSORE5o_s7A,4,3.5,3,0
CiTRTIK3ycZ13gyCaZK1VQ,ckLRf3lYn9DxmNxd-mu2yA,2,2.5,0,0
wTQHOi_-h1a02clSKCntzA,LRKJF43s9-3jG9Lgx4zODg,4,4.5,0,0
5A9eyz0IiVdj0k5LQ5taeA,q8fD82us6uuGufvI44NoAg,2,4.0,0,0
PNQEAytfKHsDTpYCgyUpAw,rwerz1huEtiGR97ijEYeBQ,5,2.5,0,0
b-vkMUWXGUie3S4Ts_n_Jw,ShEYKerTwb2LSORE5o_s7A,1,3.5,1,0
bL4YJhpYOQDSd-UibtILdw,HaBkx5PwvbBpQ2iNCgHnVQ,4,3.5,2,0
bafakbBFSIkpafZts10TTw,_wZTYYL7cutanzAnJUTGMA,4,3.5,0,0
SrLiag-4LTp3A0ZBd7G5QQ,Xp7OA8gz7zDgB3I54jyb4g,1,3.0,0,0
LFsJK5nPekuVciOQ83Niiw,cgCqxPhadIAlsqnD1MoWuQ,1,3.0,1,0
CdKX95dMySpzWX4XQ2k01A,ShEYKerTwb2LSORE5o_s7A,5,3.5,1,0
rNRHyxvr0o6O5DLmqnEHbg,MBQc_jlZ3nlMOZy7SUM_5Q,4,4.0,3,0
reI1yQImDR-1a55zVZZPHQ,_wZTYYL7cutanzAnJUTGMA,4,3.5,0,0
lI9O3GZm72B94WudEYkp6w,SKLw05kEIlZcpTD5pqma8Q,5,3.0,0,0
vZz8vLahP6Qcoh6a5SZGqw,jpxlSFhdrtbNyxS6vB036A,4,4.0,1,0
u5xcw6LCnnMhddoxkRIgUA,Bw0_JDQnZeYf-2xTCpVEHA,5,4.5,1,0
oFhtzLhXS1iENWoBMdWk4w,_tnYCShXuDlXjNVNctTkCA,5,4.5,0,0
rO3EJK-Bka_eRF9_oJ1nZA,1-EIdeHewfEVcpoZm38N8A,4,4.0,0,0
oFhtzLhXS1iENWoBMdWk4w,Bznf9AaGgdsLI01H_ifrUA,3,3.5,2,0
Ilfg0vbNFoOmdbNIFn3wwA,G1qUGBNYNS220jKlPAlFsA,5,4.0,0,0
SStmfgYSwfT4sjpqvdmIYw,G1qUGBNYNS220jKlPAlFsA,3,4.0,0,0
WsGQfLLy3YlP_S9jBE3j1w,eptljN50_4BpIwc2Op_A_A,4,4.0,0,0
Pz5MV9HSOs-wfUfFEHbeHQ,wl-7A4jC0f27MOEmW-XTbQ,3,3.0,0,0
bfww9ItvUBeRsFQ4UD4eaw,JwUE5GmEO-sH1FuwJgKBlQ,4,4.0,1,0
m03Pw_Pgz7FMliwjkgPHnA,koRLvzIl-4fCybOIdk56jA,2,4.0,0,0
2kYWiRMK53my4zOtAhFV4Q,Wn8NhS-L1ck6jbTjX88Kkg,3,4.0,1,0
fQKg9rb1Gf253qaAMdLS0g,Wn8NhS-L1ck6jbTjX88Kkg,4,4.0,0,0
aoDM2oE3P4dNoFDKRljVkg,Xp7OA8gz7zDgB3I54jyb4g,4,3.0,1,0
MczojUhWvQQ_4h2T66Xv8A,wl-7A4jC0f27MOEmW-XTbQ,4,3.0,0,0
PNe957z3s0KMtVxRn8GHGA,AYoLKzRFajucKnjIFxc__A,3,2.5,0,0
oc83z2R6banyLc88VlELlA,KW6HejC-67KSL9J8Cz1dSw,1,3.0,1,0
R-zHsk0wMtWdcswN_ntqzA,mbtGl2I2A2To-8jiggN99g,2,2.0,3,0
V3JTVZR8orDlmfwCZG1WHg,_wZTYYL7cutanzAnJUTGMA,2,3.5,1,0
LQWlBt00QZrvn7McdS_Z_g,YDUB7-NgjKEFn8CERLoKXQ,4,4.0,2,0
0WdhTivnuy86t3SAankR-A,q8fD82us6uuGufvI44NoAg,3,4.0,0,0
_AhWcQKQMirBW8RrkIUbRg,bMnr4RK5HEFvpuuxB5xRoA,4,4.0,0,0
uu5qlI41K1g30bZpNhgRKg,rdAdANPNOcvUtoFgcaY9KA,4,3.5,0,3
uV8hVTLUUDb5PM2uGUSHVA,h8sRoUSjulDu9MfeUTEu6Q,5,3.5,1,0
kLJsqZ3nwA3DBRd0tmBR_A,q8fD82us6uuGufvI44NoAg,4,4.0,2,0
KT1F97KjezOZlIboOq7Krw,uGykseHzyS5xAMWoN6YUqA,5,4.0,0,0
0iPA-UDoxZzA-HCByswY8g,G1qUGBNYNS220jKlPAlFsA,3,4.0,1,0
lcNncIDyL4RRRVGFUi4ckw,95p9Xg358BezJyk1wqzzyg,3,2.5,0,0
aiNWxSrNrRI3cgwbH4vw0A,lN-5-YTsaJr_IByyA476iw,5,4.0,2,2
zxRhpU-ATbWKcDLEsFfT0A,ShEYKerTwb2LSORE5o_s7A,4,3.5,0,0
Ot-QjYpIdVsluuxcqidjkA,cgCqxPhadIAlsqnD1MoWuQ,5,3.0,1,0
Zoi9zXFY6DpvGWY33_8_pg,HaBkx5PwvbBpQ2iNCgHnVQ,3,3.5,0,0
GFj7sT00BR_-QdgFe6Hydw,3jpKGDkFrCHpjEYVEgcG0A,4,3.0,0,0
ObGWRIaJS1tLF-YZ4i5I4g,B0Vuwn6Hugc-0U5n31YBfg,4,4.0,0,0
SEJWhA6MRIavK4b3pGxwTg,rdAdANPNOcvUtoFgcaY9KA,5,3.5,0,0
P4F_NMV6ooytY4BNkrv2Kg,KW6HejC-67KSL9J8Cz1dSw,4,3.0,0,0
AnW3hjm3lkvx8usob_YjzQ,SKLw05kEIlZcpTD5pqma8Q,2,3.0,3,29
9CphPgXVmOjFjOuLMTyvbw,koRLvzIl-4fCybOIdk56jA,4,4.0,8,18
PZZoUCBoxdKGtiY9x-hnKw,ZW2WeP2Hp20tq0RG1NFkoQ,1,2.0,1,0
CfHKRE1PJL2snv1ICGhgeA,HaBkx5PwvbBpQ2iNCgHnVQ,3,3.5,0,0
Sd3__-DSydKJ8S9EMB0L5A,OC8AUJshLVimn_-P_INvJw,4,2.5,1,0
qGux2C8XzxDxSNgyR5YpDg,uGykseHzyS5xAMWoN6YUqA,4,4.0,0,0
mUNMXyz5b0CBBrDvXnkoRg,1-EIdeHewfEVcpoZm38N8A,3,4.0,2,0
UrqV59uzObu_BaNS9CzdDQ,9874O-3GjXPotxYKNNAz5Q,5,5.0,0,0
awmiM7bsZZLv_WgiTXgRbw,oLctHIA1AxmsgOuu4dM6Vw,1,1.5,2,13
KmLIuFOKp71Qd_12O27jdQ,O_Pu4mKGOqQVlmH07Zbnhg,3,3.5,0,0
e7-9o5OmKMiQReixCA6b8A,koRLvzIl-4fCybOIdk56jA,4,4.0,1,6
p4ySEi8PEli0auZGBsy6gA,NDAxF0_RCZBQedVO_d5WnA,2,3.0,0,0
m03Pw_Pgz7FMliwjkgPHnA,oc0rCahXOaJeHLzzDdSfyA,2,3.0,0,0
WjrtHltsYBLzJ71SZHusGQ,G1qUGBNYNS220jKlPAlFsA,3,4.0,1,0
ej13VJ7DzOVPUlNu8L2_VA,ShEYKerTwb2LSORE5o_s7A,1,3.5,0,0
3Lip3yfr0gnwNtxR2iCtRA,vnwpKCeTrmt3FgMrE7AM-w,5,4.5,0,0
vE2dKxMjL86JNiWswkqwMA,6oDZ78JiSKjXVLcurCpnhw,4,3.0,0,0
cbd1aY2JHF9tYnyMbdAd_g,ShEYKerTwb2LSORE5o_s7A,4,3.5,1,0
YkaurZKYpd3KKOxH61kmBA,lN-5-YTsaJr_IByyA476iw,4,4.0,0,0
5W_Dv1E2loDsoXFpi-pqcQ,xbJ9tdGbcVJIUkNgHSCwZQ,4,2.5,1,0
exUy69ucCZUJQMQ7MOFK0w,G1qUGBNYNS220jKlPAlFsA,3,4.0,0,0
m2sA-yoefbf5O9AvTqDv1A,q8fD82us6uuGufvI44NoAg,1,4.0,1,2
S-YYRRyEa7H_Z4lcVwRVJg,q8fD82us6uuGufvI44NoAg,4,4.0,0,0
TymK5byoMKhdW-r8QhxoJg,YaaQx4qt1f36iFT4TWivAw,5,3.5,0,0
tpd1sxBuNgRaJcEYUQL2PQ,77ESrCo7hQ96VpCWWdvoxg,4,3.0,0,0
CMz_o5tUK_E9_EeAbZ9XPw,AnNk4SGK3bKtnvrOajhpug,5,5.0,0,0
SEJWhA6MRIavK4b3pGxwTg,q8fD82us6uuGufvI44NoAg,3,4.0,0,0
xv6zplylmpMYrPmbD59s9w,2pmMehsVKnwhgWPSOxrkjA,5,4.0,1,0
R04P35fYVS4HASyBuMcElg,lN-5-YTsaJr_IByyA476iw,2,4.0,2,0
vb9OGs-fvEsXRjXIh_jUWw,O_Pu4mKGOqQVlmH07Zbnhg,4,3.5,0,0
sgkRdA1a1Vymdp83Qbikig,x7pStpT09Tdc8d7oRU0Tmw,4,3.5,0,0
ps2ieaK5yXTFa9cvZv9Lvw,yV-eB-pQVeWE7W-WPC8BUg,5,4.5,0,0
Me14ToRg4pzJGThwI5wGtg,q8fD82us6uuGufvI44NoAg,5,4.0,1,0
hyAMhpe0hSdZIu88byeCLw,x7pStpT09Tdc8d7oRU0Tmw,3,3.5,1,0
phqg9sFvGXd0kwTXAk6vvQ,q8fD82us6uuGufvI44NoAg,5,4.0,0,0
syZcFGfqXjbsPKNBsJbdTw,AYoLKzRFajucKnjIFxc__A,2,2.5,1,0
bDk2XvjJlK8fsiL6C1HpEg,koRLvzIl-4fCybOIdk56jA,3,4.0,0,0
ydqPTX9DkqBeSKoz-eNatA,KW6HejC-67KSL9J8Cz1dSw,1,3.0,2,10
8tnlkhMohEPBz2_340_DFQ,naqkXvhoqljvA7kuo15gEw,5,3.5,0,0
M_Z-4EpQ47V7NrNx-sLCdA,ckLRf3lYn9DxmNxd-mu2yA,1,2.5,1,42
w8CIc5wvjyae8sZINowV6w,Nj0vQjUYjaa7qbvZlEr2jQ,4,2.5,0,0
ibeYRWmFst05FZfo5vo_aQ,rdAdANPNOcvUtoFgcaY9KA,5,3.5,0,0
Ad9OBZ4lX7UhXey6LrC6Jg,O_Pu4mKGOqQVlmH07Zbnhg,4,3.5,0,0
no9odAfwocTruGYGNUVcIg,YaaQx4qt1f36iFT4TWivAw,4,3.5,3,0
Qrs3EICADUKNFoUq2iHStA,vcNAWiLM4dR7D2nwwJ7nCA,1,3.5,0,0
QJPOP71pcBwdT2tD7CNrzg,_wZTYYL7cutanzAnJUTGMA,5,3.5,0,0
DBp9UzN6WyaFhqzTn7dXIw,q8fD82us6uuGufvI44NoAg,4,4.0,0,2
7SiwK6ZvzHPHr4_eVajoTQ,yV-eB-pQVeWE7W-WPC8BUg,5,4.5,0,0
WLqxkkd-jJ4cuoyqRBTw_w,UgjVZTSOaYoEvws_lAP_Dw,5,3.5,2,0
4ih20jNIEPIkhkh-uxeyAg,JwUE5GmEO-sH1FuwJgKBlQ,4,4.0,0,0
5vhRsjbHGL6bwnee5DZ4KQ,koRLvzIl-4fCybOIdk56jA,5,4.0,1,0
xv6zplylmpMYrPmbD59s9w,NDAxF0_RCZBQedVO_d5WnA,1,3.0,0,0
SStmfgYSwfT4sjpqvdmIYw,koRLvzIl-4fCybOIdk56jA,4,4.0,0,0
SPDbromboP3gU8M562CW0w,koRLvzIl-4fCybOIdk56jA,3,4.0,0,0
R04P35fYVS4HASyBuMcElg,_tnYCShXuDlXjNVNctTkCA,5,4.5,3,0
84AyShnjgHPZNNxjblhKmg,IEmqrFe96NOhU07TA0rZdw,4,2.0,0,12
_4DHn3RB6jSgw7ppQfCuSg,eptljN50_4BpIwc2Op_A_A,5,4.0,0,0
hTYXeRD6IZoSb2aYoeEOIg,1-EIdeHewfEVcpoZm38N8A,4,4.0,0,0
WXikqtM8AMtpxSEbyWnHtw,O_Pu4mKGOqQVlmH07Zbnhg,4,3.5,0,0
D72YMW4JGX3NkSNZAW7BeA,rdAdANPNOcvUtoFgcaY9KA,4,3.5,0,0
Nk-itx7fbK6dNgkHlEzbfQ,q8fD82us6uuGufvI44NoAg,5,4.0,5,0
TMjZKlOpwoctRmZYdVzr8A,rKNtd_M2kWDW8sQKYzetKA,5,4.5,0,0
L5kqM35IZggaPTpQJqcgwg,HGzdDbukK8RJEc623kLz5Q,5,3.5,0,0
Jpb5uSnlLKD4RJzk7UGwkQ,9brW55Vzyi3ItboHWfoepg,5,2.5,1,0
Y-nr6eaHwP3HF1jV4JKDJw,ShEYKerTwb2LSORE5o_s7A,4,3.5,0,0
uDlJ_7V67UHmPRE6Hfq28w,2pmMehsVKnwhgWPSOxrkjA,4,4.0,0,0
4o9WPIHKZigkAD9r0BzNQg,yuIcDVSy03FQe1RWhicDQw,5,5.0,1,0
RvweNJFVkR3ttkWsIBy7nQ,3jpKGDkFrCHpjEYVEgcG0A,3,3.0,0,4
jgDdaSrlmpCnG3fY__qfUg,1-EIdeHewfEVcpoZm38N8A,5,4.0,0,0
YLtDeDZjV6oOTyxy1lRbdQ,Xp7OA8gz7zDgB3I54jyb4g,1,3.0,0,0
I0RHVpEbCqSI8AOTmNFOFw,mbtGl2I2A2To-8jiggN99g,1,2.0,0,14
hJbhbqg-x3TFzhvqqwl5RA,c5awCF5eu0ZkxUf_i94uPA,4,3.5,2,2
AEIKxjduqqu545E3T2lHog,q8fD82us6uuGufvI44NoAg,3,4.0,2,43
5vhRsjbHGL6bwnee5DZ4KQ,koRLvzIl-4fCybOIdk56jA,3,4.0,0,0
hyAMhpe0hSdZIu88byeCLw,ShEYKerTwb2LSORE5o_s7A,4,3.5,0,0
lyb-ZKA0qRNixvlh-cR__Q,3zD6rxB92Mr0jb-LoYFFWw,1,1.5,1,0
TktD5hmcb_A2KaTNTKBvbQ,6oDZ78JiSKjXVLcurCpnhw,4,3.0,0,0
kSpyVJY7JL0j-9CZlw61BA,vknZxEFCHOMidG0OJKYekA,5,2.5,0,0
XmSPy_RTZArCirAqWsVP6w,xbJ9tdGbcVJIUkNgHSCwZQ,2,2.5,2,0
5vhRsjbHGL6bwnee5DZ4KQ,xbJ9tdGbcVJIUkNgHSCwZQ,4,2.5,2,0
DVWIxcfkjxri5UruYABkrQ,oLctHIA1AxmsgOuu4dM6Vw,1,1.5,1,0
3nY3ADmywVm6cjMDyZmK4g,Nj0vQjUYjaa7qbvZlEr2jQ,4,2.5,1,0
6kp815UUjK--ukUjmDlSCQ,Xp7OA8gz7zDgB3I54jyb4g,4,3.0,1,0
iOPfu26Siat3sx-8SM63OQ,UgjVZTSOaYoEvws_lAP_Dw,5,3.5,1,0
BzPijout7xnZedCqVXcVoA,X47o6R2rWiqGqvBtC7VS3Q,3,4.0,0,0
kV7ZoThXkTq9yxT7PAbq0Q,SKLw05kEIlZcpTD5pqma8Q,2,3.0,1,5
Hh5zSZtaO7mNy5N-ZhEvsw,qNBvH111qgJgLYUScbph7g,5,4.5,0,28
zxRhpU-ATbWKcDLEsFfT0A,vknZxEFCHOMidG0OJKYekA,2,2.5,1,0
4Z4Bv3gEMbEmncLDDcrB4w,LRKJF43s9-3jG9Lgx4zODg,4,4.5,0,0
VsrSccZyUjGLSNtF4keTCA,bMnr4RK5HEFvpuuxB5xRoA,5,4.0,1,0
g8VbmLMCNAuM2sYqYD4syw,MBQc_jlZ3nlMOZy7SUM_5Q,5,4.0,1,1
NhCE1r5RPWN3Q0GveOx6kw,rdAdANPNOcvUtoFgcaY9KA,4,3.5,0,0
QIC6eYpIE1jyJlxYwXcb7Q,SKLw05kEIlZcpTD5pqma8Q,5,3.0,0,0
DSbhGdnvMWtw33h-W-dlqw,h_lhVizdHBJOVNAIgTB3eQ,3,4.5,1,0
CfHKRE1PJL2snv1ICGhgeA,lN-5-YTsaJr_IByyA476iw,4,4.0,1,0
